Company,Order_no,Quantity,Sales,Status,Product_line,City,Country,Deal_size,Order_date
"Dragon Souveniers, Ltd.",10165,32,4661.76,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2018-10-22
"Iberia Gift Imports, Corp.",10184,24,3496.32,Shipped,"Trucks and Buses",Sevilla,Spain,Medium,2018-11-14
"Saveley & Henriot, Co.",10194,49,5760.93,Shipped,"Trucks and Buses",Lyon,France,Medium,2018-11-25
"Diecast Collectables",10207,46,6819.04,Shipped,"Trucks and Buses",Boston,USA,Medium,2018-12-09
"Handji Gifts& Co",10217,28,3148.88,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2019-02-04
"Mini Gifts Distributors Ltd.",10229,48,5704.32,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-03-11
"Euro Shopping Channel",10246,29,3520.60,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-05-05
"Handji Gifts& Co",10259,47,5285.62,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2019-06-15
"Mini Gifts Distributors Ltd.",10271,43,5605.05,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-07-20
"Diecast Classics Inc.",10281,25,2779.50,Shipped,"Trucks and Buses",Allentown,USA,Small,2019-08-19
"Marta's Replicas Co.",10305,24,3189.60,Shipped,"Trucks and Buses",Cambridge,USA,Medium,2019-10-13
"Vitachrome Inc.",10324,31,3820.44,Shipped,"Trucks and Buses",NYC,USA,Medium,2019-11-05
"Corrida Auto Replicas, Ltd",10348,37,5981.42,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-11-01
"Euro Shopping Channel",10358,41,5684.65,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-12-10
"Mini Gifts Distributors Ltd.",10371,20,3449.40,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2020-01-23
"Mini Gifts Distributors Ltd.",10382,20,2654.40,Shipped,"Trucks and Buses","San Rafael",USA,Small,2020-02-17
"Euro Shopping Channel",10412,70,8498.00,Shipped,"Trucks and Buses",Madrid,Spain,Large,2020-05-03
"La Rochelle Gifts",10425,49,5510.54,"In Process","Trucks and Buses",Nantes,France,Medium,2020-05-31
"Reims Collectables",10121,32,2460.16,Shipped,Motorcycles,Reims,France,Small,2018-05-07
"Mini Gifts Distributors Ltd.",10135,29,1787.56,Shipped,Motorcycles,"San Rafael",USA,Small,2018-07-02
Toys4GrownUps.com,10145,27,1645.65,Shipped,Motorcycles,Pasadena,USA,Small,2018-08-25
"Anna's Decorations, Ltd",10169,38,2816.18,Shipped,Motorcycles,"North Sydney",Australia,Small,2018-11-04
"Daedalus Designs Imports",10180,35,2521.05,Shipped,Motorcycles,Lille,France,Small,2018-11-11
"Euro Shopping Channel",10190,42,3199.98,Shipped,Motorcycles,Madrid,Spain,Medium,2018-11-19
"Auto Canal Petit",10211,21,1338.12,Shipped,Motorcycles,Paris,France,Small,2019-01-15
"Daedalus Designs Imports",10224,37,2972.58,Shipped,Motorcycles,Lille,France,Small,2019-02-21
"Vitachrome Inc.",10237,26,2070.90,Shipped,Motorcycles,NYC,USA,Small,2019-04-05
"Auto Canal Petit",10252,47,3092.60,Shipped,Motorcycles,Paris,France,Medium,2019-05-26
Gifts4AllAges.com,10264,37,2408.70,Shipped,Motorcycles,Boston,USA,Small,2019-06-30
"Online Mini Collectables",10276,46,3472.54,Shipped,Motorcycles,Brickhaven,USA,Medium,2019-08-02
"Marta's Replicas Co.",10285,38,2263.28,Shipped,Motorcycles,Cambridge,USA,Small,2019-08-27
"Toys of Finland, Co.",10299,33,2194.17,Shipped,Motorcycles,Helsinki,Finland,Small,2019-09-30
"Baane Mini Imports",10309,24,1346.40,Shipped,Motorcycles,Stavern,Norway,Small,2019-10-15
"Microscale Inc.",10319,31,2533.63,Shipped,Motorcycles,NYC,USA,Small,2019-11-03
"Salzburg Collectables",10341,32,3307.20,Shipped,Motorcycles,Salzburg,Austria,Medium,2019-11-24
"Euro Shopping Channel",10355,41,2896.65,Shipped,Motorcycles,Madrid,Spain,Small,2019-12-07
"La Rochelle Gifts",10375,20,2046.00,Shipped,Motorcycles,Nantes,France,Small,2020-02-03
"Mini Gifts Distributors Ltd.",10390,35,2279.55,Shipped,Motorcycles,"San Rafael",USA,Small,2020-03-04
"Signal Gift Stores",10124,32,2326.40,Shipped,"Classic Cars","Las Vegas",USA,Small,2018-05-21
"Anna's Decorations, Ltd",10148,21,1545.60,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-09-11
"Heintze Collectables",10161,20,2144.60,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2018-10-17
"Gift Depot Inc.",10172,22,1639.22,Shipped,"Classic Cars",Bridgewater,USA,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,36,2649.60,Shipped,"Classic Cars","San Rafael",USA,Small,2018-11-12
"Online Diecast Creations Co.",10192,46,3845.60,Shipped,"Classic Cars",Nashua,USA,Medium,2018-11-20
"Muscle Machine Inc",10204,47,4527.04,Shipped,"Classic Cars",NYC,USA,Medium,2018-12-02
"Euro Shopping Channel",10212,45,3966.30,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-01-16
"Saveley & Henriot, Co.",10227,47,4142.58,Shipped,"Classic Cars",Lyon,France,Medium,2019-03-02
"Mini Caravy",10241,47,4441.50,Shipped,"Classic Cars",Strasbourg,France,Medium,2019-04-13
"Muscle Machine Inc",10267,38,3315.12,Shipped,"Classic Cars",NYC,USA,Medium,2019-07-07
"Euro Shopping Channel",10279,49,3918.53,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-08-09
"Handji Gifts& Co",10288,35,2830.45,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-09-01
"Euro Shopping Channel",10311,28,2620.80,Shipped,"Classic Cars",Madrid,Spain,Small,2019-10-16
FunGiftIdeas.com,10321,30,2181.00,Shipped,"Classic Cars","New Bedford",USA,Small,2019-11-04
"Signal Gift Stores",10346,25,2876.75,Shipped,"Classic Cars","Las Vegas",USA,Small,2019-11-29
"Mini Gifts Distributors Ltd.",10368,40,4107.20,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-01-19
"Euro Shopping Channel",10380,36,1350.00,Shipped,"Classic Cars",Madrid,Spain,Small,2020-02-16
"The Sharp Gifts Warehouse",10407,76,7182.00,"On Hold","Classic Cars","San Jose",USA,Large,2020-04-22
"Souveniers And Things Co.",10420,39,3933.93,"In Process","Classic Cars",Chatswood,Australia,Medium,2020-05-29
"Euro Shopping Channel",10104,44,1742.40,Shipped,"Classic Cars",Madrid,Spain,Small,2018-01-31
"La Corne D'abondance, Co.",10114,24,721.44,Shipped,"Classic Cars",Paris,France,Small,2018-04-01
"Muscle Machine Inc",10127,39,1489.41,Shipped,"Classic Cars",NYC,USA,Small,2018-06-03
"Oulu Toy Supplies, Inc.",10151,30,1209.30,Shipped,"Classic Cars",Oulu,Finland,Small,2018-09-21
"Dragon Souveniers, Ltd.",10165,27,859.14,Shipped,"Classic Cars",Singapore,Singapore,Small,2018-10-22
"Iberia Gift Imports, Corp.",10184,42,1336.44,Shipped,"Classic Cars",Sevilla,Spain,Small,2018-11-14
"Mini Classics",10195,32,905.28,Shipped,"Classic Cars","White Plains",USA,Small,2018-11-25
"Diecast Collectables",10207,42,1247.40,Shipped,"Classic Cars",Boston,USA,Small,2018-12-09
"Signal Collectibles Ltd.",10219,21,846.51,Shipped,"Classic Cars",Brisbane,USA,Small,2019-02-10
"Mini Gifts Distributors Ltd.",10229,33,1085.04,Shipped,"Classic Cars","San Rafael",USA,Small,2019-03-11
"Euro Shopping Channel",10246,49,1767.43,Shipped,"Classic Cars",Madrid,Spain,Small,2019-05-05
"Handji Gifts& Co",10259,31,1030.44,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-06-15
"Mini Gifts Distributors Ltd.",10271,38,1585.36,Shipped,"Classic Cars","San Rafael",USA,Small,2019-07-20
"Diecast Classics Inc.",10281,20,813.20,Shipped,"Classic Cars",Allentown,USA,Small,2019-08-19
"Land of Toys Inc.",10292,39,1172.34,Shipped,"Classic Cars",NYC,USA,Small,2019-09-08
"Marta's Replicas Co.",10305,48,1510.56,Shipped,"Classic Cars",Cambridge,USA,Small,2019-10-13
"Heintze Collectables",10314,39,1448.07,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2019-10-22
"Vitachrome Inc.",10324,30,3338.10,Shipped,"Classic Cars",NYC,USA,Medium,2019-11-05
"Mini Gifts Distributors Ltd.",10335,33,1225.29,Shipped,"Classic Cars","San Rafael",USA,Small,2019-11-19
"Muscle Machine Inc",10349,36,1336.68,Shipped,"Classic Cars",NYC,USA,Small,2019-12-01
"Euro Shopping Channel",10358,36,2985.84,Shipped,"Classic Cars",Madrid,Spain,Small,2019-12-10
"Mini Gifts Distributors Ltd.",10371,45,5545.80,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-01-23
"Euro Shopping Channel",10383,40,6089.60,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-22
"Euro Shopping Channel",10394,46,1789.40,Shipped,"Classic Cars",Madrid,Spain,Small,2020-03-15
"Euro Shopping Channel",10412,30,1082.10,Shipped,"Classic Cars",Madrid,Spain,Small,2020-05-03
"La Rochelle Gifts",10425,31,1030.44,"In Process","Classic Cars",Nantes,France,Small,2020-05-31
"Rovelli Gifts",10106,49,3659.32,Shipped,Planes,Bergamo,Italy,Medium,2018-02-17
"Salzburg Collectables",10119,41,2443.60,Shipped,Planes,Salzburg,Austria,Small,2018-04-28
"Gift Ideas Corp.",10131,35,2349.90,Shipped,Planes,Glendale,USA,Small,2018-06-16
"Mini Creations Ltd.",10143,27,1646.19,Shipped,Planes,"New Bedford",USA,Small,2018-08-10
"Toys of Finland, Co.",10155,23,1670.26,Shipped,Planes,Helsinki,Finland,Small,2018-10-06
"Alpha Cognac",10178,34,2748.56,Shipped,Planes,Toulouse,France,Small,2018-11-08
"Collectable Mini Designs Co.",10222,32,2608.96,Shipped,Planes,"San Diego",USA,Small,2019-02-19
"Cambridge Collectables Co.",10249,20,1356.40,Shipped,Planes,Cambridge,USA,Small,2019-05-08
"Euro Shopping Channel",10262,24,1611.36,Cancelled,Planes,Madrid,Spain,Small,2019-06-24
"Collectables For Less Inc.",10274,40,2603.20,Shipped,Planes,Brickhaven,USA,Small,2019-07-21
"Bavarian Collectables Imports, Co.",10296,21,1496.25,Shipped,Planes,Munich,Germany,Small,2019-09-15
"Classic Gift Ideas, Inc",10307,25,1884.00,Shipped,Planes,Philadelphia,USA,Small,2019-10-14
"Rovelli Gifts",10328,48,2828.16,Shipped,Planes,Bergamo,Italy,Small,2019-11-12
"Oulu Toy Supplies, Inc.",10373,38,2676.72,Shipped,Planes,Oulu,Finland,Small,2020-01-31
"Euro Shopping Channel",10386,39,2182.44,Resolved,Planes,Madrid,Spain,Small,2020-03-01
"Reims Collectables",10398,28,1611.40,Shipped,Planes,Reims,France,Small,2020-03-30
"The Sharp Gifts Warehouse",10400,24,1479.84,Shipped,Planes,"San Jose",USA,Small,2020-04-01
"Australian Collectables, Ltd",10415,21,1424.22,Disputed,Planes,"Glen Waverly",Australia,Small,2020-05-09
"Signal Gift Stores",10124,25,2348.75,Shipped,"Classic Cars","Las Vegas",USA,Small,2018-05-21
"Anna's Decorations, Ltd",10148,34,4392.12,Shipped,"Classic Cars","North Sydney",Australia,Medium,2018-09-11
"Heintze Collectables",10161,25,2759.75,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2018-10-17
"Rovelli Gifts",10173,23,2728.03,Shipped,"Classic Cars",Bergamo,Italy,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,20,2395.80,Shipped,"Classic Cars","San Rafael",USA,Small,2018-11-12
"Online Diecast Creations Co.",10192,23,3052.33,Shipped,"Classic Cars",Nashua,USA,Medium,2018-11-20
"Muscle Machine Inc",10204,42,4242.00,Shipped,"Classic Cars",NYC,USA,Medium,2018-12-02
"Saveley & Henriot, Co.",10227,33,4340.49,Shipped,"Classic Cars",Lyon,France,Medium,2019-03-02
"Mini Caravy",10241,28,2762.20,Shipped,"Classic Cars",Strasbourg,France,Small,2019-04-13
"Muscle Machine Inc",10267,43,4645.72,Shipped,"Classic Cars",NYC,USA,Medium,2019-07-07
"Euro Shopping Channel",10279,48,5580.96,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-08-09
"Handji Gifts& Co",10288,48,6539.04,Shipped,"Classic Cars",Singapore,Singapore,Medium,2019-09-01
"Euro Shopping Channel",10311,43,4595.41,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-10-16
"Signal Gift Stores",10346,24,2093.76,Shipped,"Classic Cars","Las Vegas",USA,Small,2019-11-29
"Mini Gifts Distributors Ltd.",10368,31,4223.13,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-01-19
"Euro Shopping Channel",10380,44,1596.76,Shipped,"Classic Cars",Madrid,Spain,Small,2020-02-16
"The Sharp Gifts Warehouse",10407,59,5820.35,"On Hold","Classic Cars","San Jose",USA,Medium,2020-04-22
"Souveniers And Things Co.",10420,55,5296.50,"In Process","Classic Cars",Chatswood,Australia,Medium,2020-05-29
"Motor Mint Distributors Inc.",10109,29,930.90,Shipped,"Classic Cars",Philadelphia,USA,Small,2018-03-10
"Marseille Mini Autos",10122,39,1207.44,Shipped,"Classic Cars",Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,20,717.40,Shipped,"Classic Cars","San Rafael",USA,Small,2018-07-02
"Collectables For Less Inc.",10147,25,1066.75,Shipped,"Classic Cars",Brickhaven,USA,Small,2018-09-05
"Online Diecast Creations Co.",10192,30,917.70,Shipped,"Classic Cars",Nashua,USA,Small,2018-11-20
"Euro Shopping Channel",10203,21,777.00,Shipped,"Classic Cars",Madrid,Spain,Small,2018-12-02
"Euro Shopping Channel",10212,34,1476.28,Shipped,"Classic Cars",Madrid,Spain,Small,2019-01-16
"Vida Sport, Ltd",10225,42,1538.46,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-02-22
"Oulu Toy Supplies, Inc.",10239,20,891.20,Shipped,"Classic Cars",Oulu,Finland,Small,2019-04-12
"L'ordine Souveniers",10266,34,1373.60,Shipped,"Classic Cars","Reggio Emilia",Italy,Small,2019-07-06
"Signal Gift Stores",10278,31,1205.59,Shipped,"Classic Cars","Las Vegas",USA,Small,2019-08-06
"Vida Sport, Ltd",10287,36,1427.40,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-08-30
"Toms Spezialitten, Ltd",10310,33,1383.03,Shipped,"Classic Cars",Koln,Germany,Small,2019-10-16
FunGiftIdeas.com,10321,37,1229.51,Shipped,"Classic Cars","New Bedford",USA,Small,2019-11-04
"Motor Mint Distributors Inc.",10331,27,1140.48,Shipped,"Classic Cars",Philadelphia,USA,Small,2019-11-17
"Australian Collectors, Co.",10342,39,1575.60,Shipped,"Classic Cars",Melbourne,Australia,Small,2019-11-24
"Euro Shopping Channel",10355,36,1386.72,Shipped,"Classic Cars",Madrid,Spain,Small,2019-12-07
Toys4GrownUps.com,10367,36,5018.40,Resolved,"Classic Cars",Pasadena,USA,Medium,2020-01-12
"Euro Shopping Channel",10378,41,5856.85,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-10
"Mini Gifts Distributors Ltd.",10390,37,4894.73,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-03-04
"Mini Caravy",10405,47,2094.32,Shipped,"Classic Cars",Strasbourg,France,Small,2020-04-14
"Salzburg Collectables",10419,15,640.05,Shipped,"Classic Cars",Salzburg,Austria,Small,2020-05-17
"Danish Wholesale Imports",10105,44,3193.52,Shipped,"Vintage Cars",Kobenhavn,Denmark,Medium,2018-02-11
"Salzburg Collectables",10119,35,3066.70,Shipped,"Vintage Cars",Salzburg,Austria,Medium,2018-04-28
"Mini Gifts Distributors Ltd.",10142,49,4814.25,Shipped,"Vintage Cars","San Rafael",USA,Medium,2018-08-08
"Boards & Toys Co.",10154,31,2826.27,Shipped,"Vintage Cars",Glendale,USA,Small,2018-10-02
"CAF Imports",10177,45,3266.10,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-11-07
"Mini Creations Ltd.",10185,33,2453.55,Shipped,"Vintage Cars","New Bedford",USA,Small,2018-11-14
"Enaco Distributors",10197,47,3910.40,Shipped,"Vintage Cars",Barcelona,Spain,Medium,2018-11-26
"Saveley & Henriot, Co.",10208,20,1788.00,Shipped,"Vintage Cars",Lyon,France,Small,2019-01-02
"Collectable Mini Designs Co.",10222,47,3328.07,Shipped,"Vintage Cars","San Diego",USA,Medium,2019-02-19
"Tekni Collectables Inc.",10233,40,3788.40,Shipped,"Vintage Cars",Newark,USA,Medium,2019-03-29
"Land of Toys Inc.",10248,30,3053.70,Cancelled,"Vintage Cars",NYC,USA,Medium,2019-05-07
Gifts4AllAges.com,10295,46,3908.62,Shipped,"Vintage Cars",Boston,USA,Medium,2019-09-10
"La Rochelle Gifts",10315,24,2081.76,Shipped,"Vintage Cars",Nantes,France,Small,2019-10-29
"Euro Shopping Channel",10350,30,3021.00,Shipped,"Vintage Cars",Madrid,Spain,Medium,2019-12-02
"Oulu Toy Supplies, Inc.",10373,33,1891.56,Shipped,"Vintage Cars",Oulu,Finland,Small,2020-01-31
"Mini Gifts Distributors Ltd.",10396,27,2246.40,Shipped,"Vintage Cars","San Rafael",USA,Small,2020-03-23
Gifts4AllAges.com,10414,60,6107.40,"On Hold","Vintage Cars",Boston,USA,Medium,2020-05-06
"Signal Gift Stores",10124,49,4068.96,Shipped,"Classic Cars","Las Vegas",USA,Medium,2018-05-21
"Anna's Decorations, Ltd",10148,31,2282.22,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-09-11
"Heintze Collectables",10161,20,1541.00,Shipped,"Classic Cars",Aaarhus,Denmark,Small,2018-10-17
"Gift Depot Inc.",10172,24,1951.92,Shipped,"Classic Cars",Bridgewater,USA,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,33,3107.61,Shipped,"Classic Cars","San Rafael",USA,Medium,2018-11-12
"Online Diecast Creations Co.",10192,32,2328.64,Shipped,"Classic Cars",Nashua,USA,Small,2018-11-20
"Muscle Machine Inc",10204,40,3184.80,Shipped,"Classic Cars",NYC,USA,Medium,2018-12-02
"Euro Shopping Channel",10212,27,2149.74,Shipped,"Classic Cars",Madrid,Spain,Small,2019-01-16
"Saveley & Henriot, Co.",10227,40,3184.80,Shipped,"Classic Cars",Lyon,France,Medium,2019-03-02
"Mini Caravy",10241,26,2114.58,Shipped,"Classic Cars",Strasbourg,France,Small,2019-04-13
"Muscle Machine Inc",10267,44,4256.56,Shipped,"Classic Cars",NYC,USA,Medium,2019-07-07
"Euro Shopping Channel",10279,33,2344.98,Shipped,"Classic Cars",Madrid,Spain,Small,2019-08-09
"Handji Gifts& Co",10288,34,2328.66,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-09-01
"Euro Shopping Channel",10311,25,2076.00,Shipped,"Classic Cars",Madrid,Spain,Small,2019-10-16
FunGiftIdeas.com,10321,39,3305.25,Shipped,"Classic Cars","New Bedford",USA,Medium,2019-11-04
"Signal Gift Stores",10346,24,3325.92,Shipped,"Classic Cars","Las Vegas",USA,Medium,2019-11-29
"Mini Gifts Distributors Ltd.",10368,46,3662.52,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-01-19
"Euro Shopping Channel",10380,44,3478.64,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-16
"The Sharp Gifts Warehouse",10407,13,1057.29,"On Hold","Classic Cars","San Jose",USA,Small,2020-04-22
"Souveniers And Things Co.",10420,35,3385.90,"In Process","Classic Cars",Chatswood,Australia,Medium,2020-05-29
"Marseille Mini Autos",10122,34,1707.14,Shipped,"Classic Cars",Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,27,1785.51,Shipped,"Classic Cars","San Rafael",USA,Small,2018-07-02
"Collectables For Less Inc.",10147,30,2057.40,Shipped,"Classic Cars",Brickhaven,USA,Small,2018-09-05
"Anna's Decorations, Ltd",10169,34,1707.14,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-11-04
"Toms Spezialitten, Ltd",10191,48,2880.48,Shipped,"Classic Cars",Koln,Germany,Small,2018-11-20
"Euro Shopping Channel",10203,34,2206.60,Shipped,"Classic Cars",Madrid,Spain,Small,2018-12-02
"Auto Canal Petit",10211,48,2351.04,Shipped,"Classic Cars",Paris,France,Small,2019-01-15
"Vida Sport, Ltd",10225,24,1205.04,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-02-22
"Danish Wholesale Imports",10238,47,2935.15,Shipped,"Classic Cars",Kobenhavn,Denmark,Small,2019-04-09
"L'ordine Souveniers",10266,47,2935.15,Shipped,"Classic Cars","Reggio Emilia",Italy,Small,2019-07-06
"Online Mini Collectables",10276,20,1224.60,Shipped,"Classic Cars",Brickhaven,USA,Small,2019-08-02
"Vida Sport, Ltd",10287,20,1359.40,Shipped,"Classic Cars",Gensve,Switzerland,Small,2019-08-30
"Blauer See Auto, Co.",10300,31,1822.18,Shipped,"Classic Cars",Frankfurt,Germany,Small,2018-10-04
"Toms Spezialitten, Ltd",10310,38,2163.72,Shipped,"Classic Cars",Koln,Germany,Small,2019-10-16
"Motor Mint Distributors Inc.",10331,25,3078.50,Shipped,"Classic Cars",Philadelphia,USA,Medium,2019-11-17
"Australian Collectors, Co.",10342,48,2997.60,Shipped,"Classic Cars",Melbourne,Australia,Small,2019-11-24
"Euro Shopping Channel",10355,44,2747.80,Shipped,"Classic Cars",Madrid,Spain,Small,2019-12-07
"Euro Shopping Channel",10378,46,1910.84,Shipped,"Classic Cars",Madrid,Spain,Small,2020-02-10
"Mini Gifts Distributors Ltd.",10390,46,2430.64,Shipped,"Classic Cars","San Rafael",USA,Small,2020-03-04
"Salzburg Collectables",10419,55,2896.30,Shipped,"Classic Cars",Salzburg,Austria,Small,2020-05-17
"Rovelli Gifts",10106,31,1630.60,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-02-17
"Salzburg Collectables",10119,20,1459.60,Shipped,"Vintage Cars",Salzburg,Austria,Small,2018-04-28
"Gift Ideas Corp.",10131,29,1716.22,Shipped,"Vintage Cars",Glendale,USA,Small,2018-06-16
"Mini Creations Ltd.",10143,33,2560.47,Shipped,"Vintage Cars","New Bedford",USA,Small,2018-08-10
"Toys of Finland, Co.",10155,34,1900.26,Shipped,"Vintage Cars",Helsinki,Finland,Small,2018-10-06
"Alpha Cognac",10178,27,1988.28,Shipped,"Vintage Cars",Toulouse,France,Small,2018-11-08
"Collectable Mini Designs Co.",10222,43,3025.05,Shipped,"Vintage Cars","San Diego",USA,Medium,2019-02-19
"Cambridge Collectables Co.",10249,25,1742.50,Shipped,"Vintage Cars",Cambridge,USA,Small,2019-05-08
"Euro Shopping Channel",10262,46,3236.10,Cancelled,"Vintage Cars",Madrid,Spain,Medium,2019-06-24
"Collectables For Less Inc.",10274,24,1735.92,Shipped,"Vintage Cars",Brickhaven,USA,Small,2019-07-21
"Bavarian Collectables Imports, Co.",10296,31,1671.52,Shipped,"Vintage Cars",Munich,Germany,Small,2019-09-15
"Classic Gift Ideas, Inc",10307,22,1576.74,Shipped,"Vintage Cars",Philadelphia,USA,Small,2019-10-14
"Rovelli Gifts",10328,20,1459.60,Shipped,"Vintage Cars",Bergamo,Italy,Small,2019-11-12
"Souveniers And Things Co.",10361,34,3871.92,Shipped,"Vintage Cars",Chatswood,Australia,Medium,2019-12-17
"Oulu Toy Supplies, Inc.",10373,46,3036.00,Shipped,"Vintage Cars",Oulu,Finland,Medium,2020-01-31
"Euro Shopping Channel",10386,35,2231.60,Resolved,"Vintage Cars",Madrid,Spain,Small,2020-03-01
"Reims Collectables",10398,34,2436.78,Shipped,"Vintage Cars",Reims,France,Small,2020-03-30
"The Sharp Gifts Warehouse",10400,38,2173.60,Shipped,"Vintage Cars","San Jose",USA,Small,2020-04-01
"Australian Collectables, Ltd",10415,18,1254.60,Disputed,"Vintage Cars","Glen Waverly",Australia,Small,2020-05-09
